league,season,team,name,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,pos_y,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,22-116,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,CB,90,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,22-116,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,CB,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,22-116,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,22-116,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,22-116,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,22-116,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,CB,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,22-116,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,31-025,1993,28,18,1544,17.2,4,1,5,4,0,0,7,0,1.1,1.1,0.6,1.6,24,83,31,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,AM,90,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,31-025,1993,28,18,1544,17.2,4,1,5,4,0,0,7,0,1.1,1.1,0.6,1.6,24,83,31,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,"FW,MF",25,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,31-025,1993,28,18,1544,17.2,4,1,5,4,0,0,7,0,1.1,1.1,0.6,1.6,24,83,31,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,AM,62,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,31-025,1993,28,18,1544,17.2,4,1,5,4,0,0,7,0,1.1,1.1,0.6,1.6,24,83,31,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,"FW,MF",23,0,0,0,0,0,0,1,0,2,0,0,4,1,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,31-025,1993,28,18,1544,17.2,4,1,5,4,0,0,7,0,1.1,1.1,0.6,1.6,24,83,31,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,"FW,MF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,31-025,1993,28,18,1544,17.2,4,1,5,4,0,0,7,0,1.1,1.1,0.6,1.6,24,83,31,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,"FW,MF",15,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,31-025,1993,28,18,1544,17.2,4,1,5,4,0,0,7,0,1.1,1.1,0.6,1.6,24,83,31,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,CM,63,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",24-075,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,MF,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",24-075,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,MF,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",24-075,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,CM,62,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",24-075,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,MF,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",24-075,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,MF,24,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",24-075,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,MF,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",24-075,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",24-075,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4,CM,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Darko Lazović,SRB,"FW,MF",33-257,1990,32,22,1928,21.4,3,2,5,2,1,1,0,1,2.8,2.0,4.4,6.4,43,66,139,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3,"DF,FW",20,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,25-137,1999,10,9,864,9.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,8,26,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,DF,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,25-137,1999,10,9,864,9.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,8,26,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,25-137,1999,10,9,864,9.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,8,26,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,CB,45,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,25-137,1999,10,9,864,9.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,8,26,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,CB,90,0,0,0,0,1,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,25-137,1999,10,9,864,9.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,8,26,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,25-137,1999,10,9,864,9.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,8,26,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,DF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,"FW,MF",45,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,FW,87,1,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,"FW,MF",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,"FW,MF",31,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,"FW,MF",30,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,"FW,MF",32,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,FW,90,1,0,0,0,7,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,FW,45,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,FW,71,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",27-127,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39,FW,79,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,CM,79,0,0,0,0,2,1,0,0,2,4,0,0,1,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,CM,68,0,0,0,0,1,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,CM,90,0,0,0,0,0,0,1,0,3,3,0,0,1,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,CM,76,1,0,0,0,1,1,0,0,2,2,1,2,0,2,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,CM,90,0,1,0,0,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,CM,87,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,CM,78,1,1,1,1,2,2,0,0,3,5,0,2,0,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,CM,84,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,CM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,29-176,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,2.2,1.4,3.3,4.7,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,"FW,MF",45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,29-009,1995,28,25,2143,23.8,0,0,0,0,0,0,5,0,0.5,0.5,0.0,0.6,11,89,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,29-009,1995,28,25,2143,23.8,0,0,0,0,0,0,5,0,0.5,0.5,0.0,0.6,11,89,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,CB,120,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Stefan Mitrović,SRB,"FW,MF",21-288,2002,10,4,391,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,13,15,24,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.13,0.1,0.13,MF,19,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,FW,72,0,0,0,0,3,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,"FW,MF",33,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,"FW,MF",34,1,0,0,0,1,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,FW,90,0,0,0,0,3,0,0,0,1,4,0,6,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,"FW,MF",28,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,"FW,MF",45,0,0,0,0,3,0,1,0,1,2,0,2,1,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,FW,90,0,0,0,0,2,0,1,0,2,2,0,4,0,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,"FW,MF",26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,FW,84,0,0,0,0,2,0,0,0,4,3,0,1,1,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21-357,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,FW,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,25-046,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63,142,77,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,CB,90,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,25-046,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63,142,77,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,CB,90,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,25-046,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63,142,77,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,CB,90,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,25-046,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63,142,77,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,DF,28,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,25-046,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63,142,77,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,25-046,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63,142,77,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Alexis Sánchez,CHI,FW,35-162,1988,23,6,763,8.5,2,5,7,1,1,1,0,0,3.2,2.5,3.1,5.6,16,53,58,0.24,0.59,0.83,0.12,0.71,0.38,0.37,0.75,0.29,0.66,AM,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Alexis Sánchez,CHI,FW,35-162,1988,23,6,763,8.5,2,5,7,1,1,1,0,0,3.2,2.5,3.1,5.6,16,53,58,0.24,0.59,0.83,0.12,0.71,0.38,0.37,0.75,0.29,0.66,AM,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,28-062,1996,23,21,1672,18.6,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.1,25,89,47,0.0,0.11,0.11,0.0,0.11,0.04,0.07,0.11,0.04,0.11,RB,80,1,0,0,0,1,1,1,0,1,0,0,5,1,1,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,28-062,1996,23,21,1672,18.6,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.1,25,89,47,0.0,0.11,0.11,0.0,0.11,0.04,0.07,0.11,0.04,0.11,RB,90,0,0,0,0,1,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,28-062,1996,23,21,1672,18.6,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.1,25,89,47,0.0,0.11,0.11,0.0,0.11,0.04,0.07,0.11,0.04,0.11,DF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,28-062,1996,23,21,1672,18.6,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.1,25,89,47,0.0,0.11,0.11,0.0,0.11,0.04,0.07,0.11,0.04,0.11,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
