name,pos,nation,season,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%,league,team,age,pos_y
Mateo Kovačić,MF,CRO,11620,9970,150,80,7755,86.0,5,0,5,5,0,0,20,0,6.5,6.5,8.0,14.5,185,500,190,0.3,0.0,0.3,0.3,0.3,0.35000000000000003,0.44999999999999996,0.8500000000000001,0.35000000000000003,0.8500000000000001,379,2,0,0,0,7,3,0,0,8,4,0,1,6,3,0,0,0,0,0,0,0.0,ENG-Premier League,Manchester City,30-023,"CM,DM"
Daley Blind,DF,NED,16268,13930,238,231,20804,231.0,7,14,21,7,0,0,42,0,11.9,11.9,7.700000000000001,19.599999999999998,336,1463,154,0.21,0.42,0.63,0.21,0.63,0.35000000000000003,0.21,0.63,0.35000000000000003,0.63,374,0,1,0,0,3,0,2,0,3,1,0,7,4,7,0,0,0,0,0,0,0.0,ESP-La Liga,Girona,34-081,"DM,LM,CB,DF,MF"
Fabián Ruiz Peña,MF,ESP,11620,9980,105,70,5985,66.5,5,15,20,5,0,0,15,0,10.0,10.0,6.0,15.5,80,390,200,0.4,1.1500000000000001,1.5,0.4,1.5,0.75,0.44999999999999996,1.2,0.75,1.2,370,0,2,0,0,8,3,0,0,2,3,1,5,2,2,0,0,0,0,0,0,0.0,FRA-Ligue 1,Paris S-G,28-056,"MF,CM,DM"
Silvan Widmer,DF,SUI,11620,9965,100,65,6210,69.0,5,15,20,5,0,0,20,0,7.0,7.0,17.5,24.0,155,270,315,0.35000000000000003,1.1,1.45,0.35000000000000003,1.45,0.5,1.25,1.75,0.5,1.75,369,1,0,0,0,2,1,2,0,2,1,0,6,1,2,0,0,0,0,0,0,0.0,GER-Bundesliga,Mainz 05,31-085,"DM,RM,RB"
Tomáš Čvančara,FW,CZE,13944,12000,126,42,5376,60.0,24,6,30,18,6,12,24,0,35.400000000000006,25.799999999999997,4.199999999999999,30.0,72,78,282,2.4000000000000004,0.6000000000000001,3.0,1.7999999999999998,2.4000000000000004,3.54,0.42000000000000004,3.96,2.58,3.06,368,1,0,0,0,18,6,0,0,4,5,0,2,0,1,0,0,0,0,0,0,0.0,GER-Bundesliga,Gladbach,23-290,FW
Cody Gakpo,"FW,MF",NED,16268,13993,245,119,11543,128.1,56,35,91,56,0,0,7,0,63.0,63.0,20.3,82.60000000000001,301,581,910,3.08,1.8900000000000001,4.97,3.08,4.97,3.4299999999999997,1.12,4.48,3.4299999999999997,4.48,368,3,2,1,1,11,4,1,0,2,2,3,28,3,1,0,0,0,0,0,0,0.0,ENG-Premier League,Liverpool,25-022,"FW,MF,FW,AM"
Victor Bernth Kristiansen,DF,DEN,13944,12012,192,156,13842,153.60000000000002,0,18,18,0,0,0,24,0,1.7999999999999998,1.7999999999999998,14.399999999999999,15.600000000000001,138,738,444,0.0,0.72,0.72,0.0,0.72,0.06,0.54,0.6000000000000001,0.06,0.6000000000000001,365,0,1,0,0,2,0,0,0,3,0,0,30,2,1,0,0,0,0,0,0,0.0,ITA-Serie A,Bologna,21-165,"LB,DF,DM"
Edimilson Fernandes,DF,SUI,11620,9980,105,65,6450,71.5,0,10,10,0,0,0,20,0,2.5,2.5,3.5,6.5,45,265,45,0.0,0.7000000000000001,0.7000000000000001,0.0,0.7000000000000001,0.2,0.25,0.44999999999999996,0.2,0.44999999999999996,364,0,2,0,0,4,2,1,1,6,0,2,13,2,6,0,0,0,0,0,0,0.0,GER-Bundesliga,Mainz 05,28-044,"RB,DF,MF"
George Pușcaș,FW,ROU,16268,13972,56,7,1337,14.700000000000001,0,0,0,0,0,0,0,0,14.700000000000001,14.700000000000001,0.7000000000000001,15.400000000000002,35,21,119,0.0,0.0,0.0,0.0,0.0,6.859999999999999,0.28,7.140000000000001,6.859999999999999,7.140000000000001,362,1,0,0,0,8,3,4,0,7,4,2,1,0,1,0,0,0,0,0,0,0.0,ITA-Serie A,Genoa,28-051,FW
Séamus Coleman,DF,IRL,9296,7952,48,28,2660,29.6,0,0,0,0,0,0,0,0,0.0,0.0,4.0,4.0,20,88,64,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.56,360,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0.0,ENG-Premier League,Everton,35-231,"RB,CB,DM"
Marc-André Ter Stegen,GK,GER,9296,7968,112,112,10080,112.0,0,0,0,0,0,0,12,0,0.0,0.0,0.4,0.4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Barcelona,32-029,GK
Claudio Bravo,GK,CHI,9296,7932,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Betis,41-046,GK
Alex Iwobi,"MF,FW,MF",NGA,9296,7984,64,54,4664,52.0,10,4,14,10,0,0,4,0,11.2,11.2,9.8,21.0,230,302,366,0.42,0.16,0.58,0.42,0.58,0.86,0.66,1.52,0.86,1.52,360,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,"Fulham,Everton",28-026,AM
Ionuț Radu,GK,ROU,9296,7988,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0.45000000000000007,ENG-Premier League,Bournemouth,27-001,GK
Kepa Arrizabalaga,GK,ESP,9296,7976,56,52,4792,53.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,3,0.3325,ESP-La Liga,Real Madrid,29-239,GK
Thibaut Courtois,GK,BEL,9296,7968,16,16,1328,14.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0.415,ESP-La Liga,Real Madrid,32-018,GK
Yassine Bounou,GK,MAR,9296,7964,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Sevilla,33-054,GK
Caoimhín Kelleher,GK,IRL,9296,7992,40,40,3600,40.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Liverpool,25-188,GK
Guglielmo Vicario,GK,ITA,9296,7984,152,152,13680,152.0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Tottenham,27-235,GK
Andriy Lunin,GK,UKR,9296,7996,84,84,7560,84.0,0,0,0,0,0,0,8,0,0.0,0.0,1.2,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,3,0.29000000000000004,ESP-La Liga,Real Madrid,25-108,GK
José Sá,GK,POR,9296,7972,140,140,12148,134.8,0,4,4,0,0,0,4,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,ENG-Premier League,Wolves,31-133,GK
Albert Guðmundsson,"FW,MF",ISL,9296,7988,140,136,12064,134.0,56,16,72,40,16,20,16,0,39.6,23.2,20.8,44.0,328,480,672,1.68,0.48,2.16,1.2,1.68,1.2,0.64,1.8,0.68,1.32,360,4,0,0,0,10,5,1,0,5,5,1,17,2,5,0,0,0,0,0,0,0.0,ITA-Serie A,Genoa,26-349,FW
Mathias Jensen,MF,DEN,18592,15968,256,216,17632,196.0,24,24,48,24,0,0,40,0,5.6,5.6,32.0,37.6,152,984,528,0.96,0.96,2.0,0.96,2.0,0.24,1.28,1.52,0.24,1.52,355,0,0,0,0,3,0,0,0,0,0,0,29,3,3,0,0,0,0,0,0,0.0,ENG-Premier League,Brentford,28-149,"CM,MF,DM"
Noah Okafor,"FW,MF",SUI,20916,18000,252,54,7983,89.10000000000001,54,18,72,54,0,0,9,0,34.199999999999996,34.199999999999996,10.799999999999999,45.0,261,135,594,5.49,1.8,7.290000000000001,5.49,7.290000000000001,3.42,1.08,4.59,3.42,4.59,353,0,1,0,0,10,6,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Milan,24-005,"FW,MF,FW"
Jorginho,MF,ITA,13944,11946,144,60,5526,61.199999999999996,0,12,12,0,0,0,6,0,0.6000000000000001,0.6000000000000001,8.399999999999999,9.0,48,606,48,0.0,1.2000000000000002,1.2000000000000002,0.0,1.2000000000000002,0.06,0.78,0.8400000000000001,0.06,0.8400000000000001,352,0,1,0,1,1,1,2,0,2,3,0,0,3,1,0,0,0,0,0,0,0.0,ENG-Premier League,Arsenal,32-161,"CM,MF,DM"
Aaron Ramsey,"MF,FW",ENG,11620,10015,70,25,2635,29.5,0,0,0,0,0,0,5,0,1.5,1.5,2.0,3.5,40,40,85,0.0,0.0,0.0,0.0,0.0,0.3,0.35000000000000003,0.65,0.3,0.65,349,1,0,1,1,1,1,0,0,3,5,0,7,4,2,0,0,0,0,0,0,0.0,ENG-Premier League,Burnley,21-129,"DM,AM"
Eduardo Camavinga,"MF,DF",FRA,16268,14014,217,147,12719,141.4,0,14,14,0,0,0,63,0,6.3,6.3,9.799999999999999,16.099999999999998,343,742,217,0.0,0.7000000000000001,0.7000000000000001,0.0,0.7000000000000001,0.35000000000000003,0.49000000000000005,0.77,0.35000000000000003,0.77,347,0,0,0,0,3,1,0,0,2,7,0,1,6,3,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,21-201,"MF,CM,DM"
Iván Balliu,DF,ALB,9296,7968,132,128,11492,127.6,0,4,4,0,0,0,16,0,2.8,2.8,10.4,13.2,200,392,400,0.0,0.12,0.12,0.0,0.12,0.08,0.32,0.4,0.08,0.4,344,0,0,0,0,0,0,0,0,0,5,1,4,2,3,0,0,0,0,0,0,0.0,ESP-La Liga,Rayo Vallecano,32-149,RB
Mateo Retegui,FW,ITA,13944,11994,174,156,13296,147.60000000000002,42,12,54,36,6,6,30,0,34.8,30.0,4.199999999999999,34.8,108,102,672,1.6800000000000002,0.48,2.2199999999999998,1.44,1.92,1.44,0.18,1.62,1.2000000000000002,1.44,342,4,0,0,0,9,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Genoa,25-030,FW
Kieran Trippier,DF,ENG,11620,9950,140,130,11180,124.0,5,50,55,5,0,0,25,0,3.5,3.5,37.5,41.0,170,785,640,0.2,2.0,2.2,0.2,2.2,0.15,1.5,1.6500000000000001,0.15,1.6500000000000001,341,0,0,0,0,0,0,0,0,2,2,0,8,4,2,0,0,0,0,0,0,0.0,ENG-Premier League,Newcastle Utd,33-253,"RB,LB,DF,MF"
Nico Williams,FW,ESP,13944,12012,186,174,13578,150.60000000000002,30,66,96,30,0,0,36,6,36.0,36.0,34.2,70.19999999999999,858,396,1812,1.2000000000000002,2.64,3.84,1.2000000000000002,3.84,1.44,1.32,2.7600000000000002,1.44,2.7600000000000002,340,1,3,0,0,6,2,0,0,1,5,2,23,3,0,0,0,0,0,0,0,0.0,ESP-La Liga,Athletic Club,21-322,"FW,MF,FW,AM"
Roman Yaremchuk,FW,UKR,16268,13965,175,77,6496,72.10000000000001,21,0,21,21,0,0,14,0,32.199999999999996,32.199999999999996,0.7000000000000001,33.6,84,140,322,2.03,0.0,2.03,2.03,2.03,3.15,0.07,3.22,3.15,3.22,338,1,2,0,0,3,2,2,0,4,5,6,1,0,1,0,0,0,0,0,0,0.0,ESP-La Liga,Valencia,28-184,"FW,MF,FW"
Ben Chilwell,DF,ENG,9296,7984,52,36,3024,33.6,0,4,4,0,0,0,20,0,4.8,4.8,8.8,13.6,88,100,236,0.0,0.48,0.48,0.0,0.48,0.56,1.04,1.64,0.56,1.64,336,0,0,0,0,0,0,0,0,2,1,0,10,0,1,0,0,0,0,0,0,0.0,ENG-Premier League,Chelsea,27-160,LB
Francesco Acerbi,DF,ITA,9296,7952,116,104,9552,106.0,12,4,16,12,0,0,4,0,6.4,6.4,7.2,13.6,84,348,96,0.44,0.16,0.6,0.44,0.6,0.24,0.28,0.52,0.24,0.52,332,0,0,0,0,2,0,2,0,4,2,0,0,1,5,0,0,0,0,0,0,0.0,ITA-Serie A,Inter,36-109,CB
José Luis Gayà,DF,ESP,9296,7980,96,88,7164,79.6,4,8,12,4,0,0,8,0,2.0,2.0,10.4,12.4,164,288,388,0.2,0.4,0.6,0.2,0.6,0.08,0.52,0.6,0.08,0.6,330,0,2,0,0,1,0,0,0,3,2,0,20,3,1,0,0,0,0,0,0,0.0,ESP-La Liga,Valencia,29-004,LB
Myrto Uzuni,FW,ALB,13944,11970,204,168,14688,163.2,66,6,72,42,24,30,18,0,77.4,54.0,15.600000000000001,69.6,126,108,540,2.4000000000000004,0.24,2.64,1.56,1.7399999999999998,2.88,0.54,3.42,1.98,2.58,329,0,1,0,0,8,4,0,0,7,8,0,4,1,1,0,0,0,0,0,0,0.0,ESP-La Liga,Granada,28-364,"FW,MF,LW,FW"
Gianluca Mancini,DF,ITA,9296,7984,144,136,11476,127.6,16,4,20,16,0,0,36,0,7.6,7.6,4.4,12.0,152,556,52,0.52,0.12,0.64,0.52,0.64,0.24,0.16,0.4,0.24,0.4,328,0,0,0,0,2,0,2,0,4,3,0,0,1,1,0,0,0,0,0,0,0.0,ITA-Serie A,Roma,28-042,CB
Armando Broja,FW,ALB,13944,12006,63,18,1626,18.0,3,3,6,3,0,0,0,0,7.199999999999999,7.199999999999999,1.8,8.7,39,24,132,0.6000000000000001,3.06,3.66,0.6000000000000001,3.66,1.41,1.3199999999999998,2.73,1.41,2.73,322,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,"Fulham,Chelsea",22-262,FW
Matteo Darmian,DF,ITA,11620,9945,165,135,12020,133.5,10,5,15,10,0,0,10,0,6.0,6.0,9.0,15.0,90,360,410,0.35000000000000003,0.2,0.55,0.35000000000000003,0.55,0.2,0.35000000000000003,0.55,0.2,0.55,316,1,0,0,0,2,1,0,0,3,2,2,2,2,3,0,0,0,0,0,0,0.0,ITA-Serie A,Inter,34-179,"RB,CB,DF,MF"
Dušan Vlahović,FW,SRB,13944,12000,198,162,13842,153.60000000000002,96,24,120,84,12,24,48,6,99.60000000000001,79.80000000000001,13.799999999999999,93.6,216,276,1044,3.7199999999999998,0.96,4.68,3.3000000000000003,4.199999999999999,3.9000000000000004,0.54,4.4399999999999995,3.12,3.66,315,3,0,0,0,15,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Juventus,24-122,"FW,AM"
Lamine Yamal,FW,ESP,13944,12042,222,132,13206,147.0,30,30,60,30,0,0,18,0,31.200000000000003,31.200000000000003,37.2,68.4,738,480,2100,1.2000000000000002,1.2000000000000002,2.46,1.2000000000000002,2.46,1.26,1.5,2.82,1.26,2.82,313,2,1,0,0,7,4,0,0,2,2,0,12,2,0,0,0,0,0,0,0,0.0,ESP-La Liga,Barcelona,16-321,"FW,AM"
Mario Pašalić,"MF,FW",CRO,18592,15960,264,176,15688,174.4,48,48,96,32,16,16,24,0,56.8,44.0,32.0,76.0,368,960,560,2.24,2.24,4.4,1.44,3.68,2.64,1.44,4.08,2.0,3.52,313,2,1,0,0,9,6,0,0,1,3,0,4,1,3,0,0,0,0,0,0,0.0,ITA-Serie A,Atalanta,29-110,"FW,MF,FW"
Oscar Bobb,"FW,MF",NOR,11620,10015,70,10,1510,17.0,5,5,10,5,0,0,0,0,7.0,7.0,6.0,13.0,65,125,190,1.5,1.5,3.0,1.5,3.0,2.05,1.85,3.9000000000000004,2.05,3.9000000000000004,311,1,0,0,0,0,0,1,0,2,3,0,2,1,1,0,0,0,0,0,0,0.0,ENG-Premier League,Manchester City,20-322,"FW,MF,FW,AM"
Nicolò Zaniolo,"FW,MF",ITA,13944,11994,150,54,5034,55.800000000000004,12,0,12,12,0,0,42,0,15.600000000000001,15.600000000000001,6.0,21.6,210,180,360,1.26,0.0,1.26,1.26,1.26,1.6800000000000002,0.66,2.34,1.6800000000000002,2.34,307,0,0,0,0,3,1,3,0,8,11,0,7,4,1,0,0,0,0,0,0,0.0,ENG-Premier League,Aston Villa,24-332,"FW,MF,FW"
Yussuf Poulsen,FW,DEN,20916,17946,252,108,10953,121.5,45,18,63,45,0,0,0,0,51.300000000000004,51.300000000000004,9.0,61.199999999999996,99,144,702,3.33,1.3499999999999999,4.68,3.33,4.68,3.87,0.72,4.5,3.87,4.5,307,1,0,0,0,8,4,1,0,5,11,1,1,5,0,0,0,0,0,0,0,0.0,GER-Bundesliga,RB Leipzig,29-349,"FW,MF,FW"
Lucas Hernández,DF,FRA,9296,7984,108,92,7636,84.8,4,4,8,4,0,0,24,0,2.0,2.0,6.4,8.0,120,624,88,0.2,0.2,0.36,0.2,0.36,0.08,0.28,0.4,0.08,0.4,306,0,0,0,0,0,0,0,0,2,5,0,0,1,2,0,0,0,0,0,0,0.0,FRA-Ligue 1,Paris S-G,28-105,"LB,CB"
Alex Král,MF,CZE,11620,9990,120,65,6850,76.0,0,0,0,0,0,0,10,0,8.5,8.5,2.0,10.0,75,220,205,0.0,0.0,0.0,0.0,0.0,0.55,0.1,0.65,0.55,0.65,303,0,1,0,0,5,1,0,0,3,2,1,5,1,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Union Berlin,26-010,"CM,MF,DM"
Memphis,FW,NED,9296,7976,92,36,3572,39.6,20,4,24,20,0,0,8,0,23.2,23.2,7.2,30.4,64,108,328,2.0,0.4,2.4,2.0,2.4,2.32,0.72,3.04,2.32,3.04,302,1,1,0,1,9,4,1,0,3,2,0,12,3,0,0,0,0,0,0,0,0.0,ESP-La Liga,Atlético Madrid,30-106,"CM,FW"
Dodi Lukebakio,"FW,MF",BEL,16268,13979,161,84,7875,87.5,35,7,42,35,0,0,0,0,39.199999999999996,39.199999999999996,4.8999999999999995,43.4,336,182,812,2.8000000000000003,0.56,3.36,2.8000000000000003,3.36,3.15,0.35000000000000003,3.5,3.15,3.5,299,2,3,0,0,7,4,0,0,2,5,0,22,1,0,0,0,0,0,0,0,0.0,ESP-La Liga,Sevilla,26-248,"FW,FW,MF,RM,RW"
Youssouf Fofana,MF,FRA,16268,13993,224,217,18879,210.0,28,28,56,28,0,0,21,0,35.0,35.0,23.8,58.800000000000004,371,1743,602,0.91,0.91,1.8900000000000001,0.91,1.8900000000000001,1.1900000000000002,0.77,1.9600000000000002,1.1900000000000002,1.9600000000000002,299,3,1,0,0,4,3,1,0,3,1,0,1,1,1,0,0,0,0,0,0,0.0,FRA-Ligue 1,Monaco,25-140,"MF,CM,DM"
Ola Solbakken,FW,NOR,13944,11988,6,0,138,1.7999999999999998,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,1,0,0,0,6,3,1,0,1,1,0,14,4,3,0,0,0,0,0,0,0.0,ITA-Serie A,Roma,25-265,FW
Joselu,FW,ESP,18592,15920,272,120,13496,149.6,80,16,96,80,0,16,8,0,92.8,80.0,13.6,93.6,120,160,784,4.24,0.88,5.12,4.24,5.12,4.96,0.72,5.68,4.24,4.96,297,4,2,0,0,15,10,0,0,4,2,2,1,1,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,34-063,FW
Kenan Yıldız,"FW,DF",TUR,11620,10025,135,45,4760,53.0,10,0,10,10,0,0,15,0,8.0,8.0,5.5,13.5,160,200,365,0.95,0.0,0.95,0.95,0.95,0.75,0.5,1.3,0.75,1.3,293,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Juventus,19-025,"MF,FW,AM"
Václav Černý,"FW,MF",CZE,11620,9985,110,60,4605,51.0,20,5,25,20,0,0,10,0,11.5,11.5,4.5,16.0,130,185,415,1.9500000000000002,0.5,2.45,1.9500000000000002,2.45,1.1,0.44999999999999996,1.55,1.1,1.55,291,3,0,0,0,12,7,1,0,2,1,1,25,3,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Wolfsburg,26-225,"FW,MF,FW,AM"
Florian Grillitsch,"DF,MF",AUT,13944,11970,180,150,13770,153.0,6,36,42,6,0,0,48,0,7.199999999999999,7.199999999999999,10.2,17.4,192,912,132,0.24,1.44,1.62,0.24,1.62,0.30000000000000004,0.42000000000000004,0.72,0.30000000000000004,0.72,291,0,3,0,0,4,2,1,0,1,1,1,0,4,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Hoffenheim,28-296,"DM,DF,MF"
Marcus Rashford,FW,ENG,16268,13979,231,182,15897,176.4,49,14,63,35,14,14,14,0,51.1,40.6,16.099999999999998,56.699999999999996,665,455,1288,1.9600000000000002,0.56,2.52,1.4000000000000001,1.9600000000000002,2.03,0.63,2.66,1.61,2.24,287,2,0,0,0,10,5,0,0,2,2,1,4,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Manchester Utd,26-211,"FW,MF,FW,AM"
David Brooks,"FW,MF",WAL,16268,13979,91,14,1974,21.7,7,7,14,7,0,0,7,0,15.400000000000002,15.400000000000002,7.0,22.400000000000002,56,147,189,2.24,2.24,4.48,2.24,4.48,4.8999999999999995,2.31,7.21,4.8999999999999995,7.21,284,2,2,0,0,11,2,0,0,2,3,2,3,1,3,0,0,0,0,0,0,0.0,ENG-Premier League,Bournemouth,26-326,"FW,MF,FW,AM"
Scott Mckenna,DF,SCO,9296,7984,20,20,1664,18.4,0,0,0,0,0,0,0,0,0.8,0.8,0.8,1.6,4,40,0,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.32,0.2,0.32,284,0,0,0,0,0,0,1,0,3,2,0,1,1,3,0,0,0,0,0,0,0.0,ENG-Premier League,Nott'ham Forest,27-199,"DF,CB"
Jakub Kamiński,"FW,MF",POL,11620,10010,85,20,2365,26.5,0,10,10,0,0,0,0,0,2.5,2.5,3.5,5.5,65,90,265,0.0,1.9,1.9,0.0,1.9,0.44999999999999996,0.65,1.1,0.44999999999999996,1.1,283,0,1,0,0,10,3,1,0,6,0,0,13,2,1,0,0,0,0,0,0,0.0,GER-Bundesliga,Wolfsburg,21-359,"DM,FW,MF,LM"
Ousmane Dembélé,"MF,FW",FRA,13944,11982,156,102,9036,100.19999999999999,18,48,66,18,0,0,0,0,26.400000000000002,26.400000000000002,40.2,66.6,960,798,1482,1.08,2.88,3.96,1.08,3.96,1.56,2.4000000000000004,4.0200000000000005,1.56,4.0200000000000005,282,1,0,0,0,8,4,1,0,1,2,0,19,1,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Paris S-G,27-014,"FW,MF,FW,AM"
Ruslan Malinovskyi,MF,UKR,16268,13951,196,126,10808,120.39999999999999,28,7,35,28,0,0,49,0,7.700000000000001,7.700000000000001,4.2,11.200000000000001,168,581,217,1.61,0.42,2.03,1.61,2.03,0.42,0.21,0.7000000000000001,0.42,0.7000000000000001,279,0,0,0,0,4,1,4,0,10,4,0,6,4,4,0,0,0,0,0,0,0.0,ITA-Serie A,Genoa,31-025,"CM,FW,MF,AM"
Mikel Oyarzabal,"FW,MF",ESP,16268,13979,231,161,15092,168.0,63,21,84,49,14,14,21,0,63.699999999999996,52.5,11.9,64.39999999999999,189,273,882,2.66,0.91,3.5,2.03,2.94,2.66,0.49000000000000005,3.15,2.17,2.73,277,1,2,0,0,8,4,0,0,5,0,0,10,1,1,0,0,0,0,0,0,0.0,ESP-La Liga,Real Sociedad,27-038,"FW,MF,FW,AM"
Domenico Berardi,FW,ITA,9296,7976,68,68,5724,63.6,36,12,48,16,20,20,24,0,26.0,10.4,12.0,22.4,152,332,492,2.28,0.76,3.0,1.0,1.76,1.64,0.76,2.4,0.64,1.4,277,2,1,0,0,4,2,0,0,1,2,0,5,2,4,0,0,0,0,0,0,0.0,ITA-Serie A,Sassuolo,29-302,FW
Ferrán Torres,FW,ESP,11620,10000,145,60,6055,67.5,35,10,45,35,0,0,10,0,27.5,27.5,13.5,41.0,150,220,565,2.6,0.75,3.35,2.6,3.35,2.05,1.0,3.05,2.05,3.05,272,3,1,0,0,10,3,0,0,1,2,1,35,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Barcelona,24-090,"FW,MF,FW"
Srđan Babić,DF,SRB,9296,7984,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,24,0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,271,1,0,0,0,2,1,0,0,3,2,0,0,3,2,0,0,0,0,0,0,0.0,ESP-La Liga,Almería,28-037,"DF,CB"
David Zima,DF,CZE,6972,6000,15,0,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,1,0,0,0,1,0,0,0,1,2,0,2,0,5,0,0,0,0,0,0,0.0,ITA-Serie A,Torino,23-203,CB
Çağlar Söyüncü,DF,TUR,6972,5988,18,3,342,3.9000000000000004,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,6,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,0,0,0,0,2,0,2,0,3,1,0,0,3,6,0,0,0,0,0,0,0.0,ESP-La Liga,Atlético Madrid,28-006,CB
Danilo,"DF,MF",BRA,9296,7984,116,94,8488,94.19999999999999,6,6,12,6,0,0,22,0,6.2,6.2,4.8,11.2,80,488,98,0.28,0.28,0.54,0.28,0.54,0.28,0.22,0.5,0.28,0.5,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"ITA-Serie A,ENG-Premier League","Juventus,Nott'ham Forest","23-030,32-319",RB
